0.0000000000	1.0000000000
0.0040080160	1.0040160006
0.0080160321	1.0080480194
0.0120240481	1.0120961298
0.0160320641	1.0161604053
0.0200400802	1.0202409194
0.0240480962	1.0243377455
0.0280561122	1.0284509571
0.0320641283	1.0325806277
0.0360721443	1.0367268307
0.0400801603	1.0408896396
0.0440881764	1.0450691279
0.0480961924	1.0492653690
0.0521042084	1.0534784364
0.0561122244	1.0577084036
0.0601202405	1.0619553440
0.0641282565	1.0662193312
0.0681362725	1.0705004385
0.0721442886	1.0747987394
0.0761523046	1.0791143075
0.0801603206	1.0834472161
0.0841683367	1.0877975388
0.0881763527	1.0921653489
0.0921843687	1.0965507201
0.0961923848	1.1009537257
0.1002004008	1.1053744392
0.1042084168	1.1098129341
0.1082164329	1.1142692838
0.1122244489	1.1187435619
0.1162324649	1.1232358417
0.1202404810	1.1277461968
0.1242484970	1.1322747006
0.1282565130	1.1368214266
0.1322645291	1.1413864483
0.1362725451	1.1459698390
0.1402805611	1.1505716724
0.1442885772	1.1551920218
0.1482965932	1.1598309607
0.1523046092	1.1644885626
0.1563126253	1.1691649010
0.1603206413	1.1738600492
0.1643286573	1.1785740809
0.1683366733	1.1833070695
0.1723446894	1.1880590883
0.1763527054	1.1928302110
0.1803607214	1.1976205109
0.1843687375	1.2024300615
0.1883767535	1.2072589364
0.1923847695	1.2121072089
0.1963927856	1.2169749525
0.2004008016	1.2218622408
0.2044088176	1.2267691471
0.2084168337	1.2316957449
0.2124248497	1.2366421077
0.2164328657	1.2416083090
0.2204408818	1.2465944222
0.2244488978	1.2516005209
0.2284569138	1.2566266784
0.2324649299	1.2616729682
0.2364729459	1.2667394639
0.2404809619	1.2718262388
0.2444889780	1.2769333664
0.2484969940	1.2820609203
0.2525050100	1.2872089738
0.2565130261	1.2923776005
0.2605210421	1.2975668738
0.2645290581	1.3027768671
0.2685370741	1.3080076541
0.2725450902	1.3132593080
0.2765531062	1.3185319024
0.2805611222	1.3238255107
0.2845691383	1.3291402065
0.2885771543	1.3344760631
0.2925851703	1.3398331541
0.2965931864	1.3452115529
0.3006012024	1.3506113330
0.3046092184	1.3560325759
0.3086172345	1.3614753838
0.3126252505	1.3669398620
0.3166332665	1.3724261160
0.3206412826	1.3779342512
0.3246492986	1.3834643730
0.3286573146	1.3890165868
0.3326653307	1.3945909980
0.3366733467	1.4001877121
0.3406813627	1.4058068345
0.3446893788	1.4114484704
0.3486973948	1.4171127255
0.3527054108	1.4227997051
0.3567134269	1.4285095145
0.3607214429	1.4342422593
0.3647294589	1.4399980448
0.3687374749	1.4457769764
0.3727454910	1.4515791595
0.3767535070	1.4574046997
0.3807615230	1.4632537022
0.3847695391	1.4691262724
0.3887775551	1.4750225159
0.3927855711	1.4809425380
0.3967935872	1.4868864441
0.4008016032	1.4928543396
0.4048096192	1.4988463299
0.4088176353	1.5048625206
0.4128256513	1.5109030169
0.4168336673	1.5169679242
0.4208416834	1.5230573481
0.4248496994	1.5291713938
0.4288577154	1.5353101669
0.4328657315	1.5414737727
0.4368737475	1.5476623166
0.4408817635	1.5538759041
0.4448897796	1.5601146406
0.4488977956	1.5663786314
0.4529058116	1.5726679820
0.4569138277	1.5789827978
0.4609218437	1.5853231842
0.4649298597	1.5916892467
0.4689378758	1.5980810906
0.4729458918	1.6044988213
0.4769539078	1.6109425443
0.4809619238	1.6174123649
0.4849699399	1.6239083887
0.4889779559	1.6304307209
0.4929859719	1.6369794670
0.4969939880	1.6435547325
0.5010020040	1.6501566227
0.5050100200	1.6567852430
0.5090180361	1.6634406989
0.5130260521	1.6701230957
0.5170340681	1.6768325390
0.5210420842	1.6835691340
0.5250501002	1.6903329862
0.5290581162	1.6971242010
0.5330661323	1.7039428839
0.5370741483	1.7107891402
0.5410821643	1.7176630754
0.5450901804	1.7245647948
0.5490981964	1.7314944039
0.5531062124	1.7384520081
0.5571142285	1.7454377127
0.5611222445	1.7524516233
0.5651302605	1.7594938452
0.5691382766	1.7665644839
0.5731462926	1.7736636447
0.5771543086	1.7807914330
0.5811623246	1.7879479544
0.5851703407	1.7951333141
0.5891783567	1.8023476176
0.5931863727	1.8095909703
0.5971943888	1.8168634776
0.6012024048	1.8241652450
0.6052104208	1.8314963778
0.6092184369	1.8388569814
0.6132264529	1.8462471613
0.6172344689	1.8536670229
0.6212424850	1.8611166716
0.6252505010	1.8685962128
0.6292585170	1.8761057519
0.6332665331	1.8836453944
0.6372745491	1.8912152456
0.6412825651	1.8988154109
0.6452905812	1.9064459958
0.6492985972	1.9141071057
0.6533066132	1.9217988459
0.6573146293	1.9295213220
0.6613226453	1.9372746392
0.6653306613	1.9450589031
0.6693386774	1.9528742190
0.6733466934	1.9607206924
0.6773547094	1.9685984286
0.6813627255	1.9765075331
0.6853707415	1.9844481113
0.6893787575	1.9924202686
0.6933867735	2.0004241104
0.6973947896	2.0084597421
0.7014028056	2.0165272695
0.7054108216	2.0246268168
0.7094188377	2.0327585355
0.7134268537	2.0409225795
0.7174348697	2.0491191024
0.7214428858	2.0573482582
0.7254509018	2.0656102006
0.7294589178	2.0739050833
0.7334669339	2.0822330602
0.7374749499	2.0905942850
0.7414829659	2.0989889115
0.7454909820	2.1074170935
0.7494989980	2.1158789848
0.7535070140	2.1243747392
0.7575150301	2.1329045104
0.7615230461	2.1414684522
0.7655310621	2.1500667184
0.7695390782	2.1586994628
0.7735470942	2.1673668391
0.7775551102	2.1760690013
0.7815631263	2.1848061029
0.7855711423	2.1935782979
0.7895791583	2.2023857399
0.7935871743	2.2112285828
0.7975951904	2.2201069804
0.8016032064	2.2290210865
0.8056112224	2.2379710547
0.8096192385	2.2469570390
0.8136272545	2.2559791930
0.8176352705	2.2650376707
0.8216432866	2.2741326256
0.8256513026	2.2832642117
0.8296593186	2.2924325828
0.8336673347	2.3016378925
0.8376753507	2.3108802947
0.8416833667	2.3201599431
0.8456913828	2.3294769917
0.8496993988	2.3388315940
0.8537074148	2.3482239039
0.8577154309	2.3576540753
0.8617234469	2.3671222618
0.8657314629	2.3766286172
0.8697394790	2.3861732954
0.8737474950	2.3957564501
0.8777555110	2.4053782351
0.8817635271	2.4150388042
0.8857715431	2.4247383112
0.8897795591	2.4344769098
0.8937875752	2.4442547538
0.8977955912	2.4540719971
0.9018036072	2.4639287933
0.9058116232	2.4738252964
0.9098196393	2.4837616599
0.9138276553	2.4937380378
0.9178356713	2.5037545839
0.9218436874	2.5138114518
0.9258517034	2.5239087954
0.9298597194	2.5340467685
0.9338677355	2.5442255248
0.9378757515	2.5544452182
0.9418837675	2.5647060024
0.9458917836	2.5750080312
0.9498997996	2.5853514583
0.9539078156	2.5957364376
0.9579158317	2.6061631229
0.9619238477	2.6166316678
0.9659318637	2.6271422263
0.9699398798	2.6376949521
0.9739478958	2.6482899989
0.9779559118	2.6589275206
0.9819639279	2.6696076709
0.9859719439	2.6803306037
0.9899799599	2.6910964726
0.9939879760	2.7019054315
0.9979959920	2.7127576342
1.0020040080	2.7236532354
1.0060120240	2.7345924116
1.0100200401	2.7455753611
1.0140280561	2.7566022833
1.0180360721	2.7676733775
1.0220440882	2.7787888429
1.0260521042	2.7899488789
1.0300601202	2.8011536847
1.0340681363	2.8124034596
1.0380761523	2.8236984028
1.0420841683	2.8350387138
1.0460921844	2.8464245918
1.0501002004	2.8578562360
1.0541082164	2.8693338459
1.0581162325	2.8808576205
1.0621242485	2.8924277593
1.0661322645	2.9040444616
1.0701402806	2.9157079266
1.0741482966	2.9274183535
1.0781563126	2.9391759418
1.0821643287	2.9509808907
1.0861723447	2.9628333995
1.0901803607	2.9747336675
1.0941883768	2.9866818939
1.0981963928	2.9986782781
1.1022044088	3.0107230194
1.1062124248	3.0228163170
1.1102204409	3.0349583702
1.1142284569	3.0471493783
1.1182364729	3.0593895407
1.1222444890	3.0716790565
1.1262525050	3.0840181252
1.1302605210	3.0964069459
1.1342685371	3.1088457180
1.1382765531	3.1213346408
1.1422845691	3.1338739136
1.1462925852	3.1464637355
1.1503006012	3.1591043060
1.1543086172	3.1717958244
1.1583166333	3.1845384898
1.1623246493	3.1973325017
1.1663326653	3.2101780593
1.1703406814	3.2230753618
1.1743486974	3.2360246086
1.1783567134	3.2490259990
1.1823647295	3.2620797323
1.1863727455	3.2751860077
1.1903807615	3.2883450246
1.1943887776	3.3015569821
1.1983967936	3.3148220797
1.2024048096	3.3281405167
1.2064128257	3.3415124922
