# x y
0.000000000000	1.000000000000e+00
0.100000000000	1.105170833333e+00
0.200000000000	1.221402570851e+00
0.300000000000	1.349858497063e+00
0.400000000000	1.491824377260e+00
0.500000000000	1.648720945091e+00
0.600000000000	1.822118470489e+00
0.700000000000	2.013752376241e+00
0.800000000000	2.225540599336e+00
0.900000000000	2.459602788168e+00
1.000000000000	2.718281516576e+00
1.100000000000	3.004165729077e+00
1.200000000000	3.320116651910e+00
1.300000000000	3.669296429154e+00
1.400000000000	4.055199770543e+00
1.500000000000	4.481688927707e+00
1.600000000000	4.953032348895e+00
1.700000000000	5.473947399056e+00
1.800000000000	6.049647572828e+00
1.900000000000	6.685894672962e+00
2.000000000000	7.389056476400e+00
